pod_id,app_id,business_type,cpu_model,pod_cpu_used_cores,pod_cpu_cpi,pod_cpu_lv1_retiring,pod_cpu_lv1_bad_speculation,pod_cpu_lv1_frontend_bound,pod_cpu_lv1_backend_bound,pod_cpu_lv2_backend_bound_core_bound,pod_cpu_lv2_backend_bound_memory_bound,pod_cpu_lv2_bad_speculation_branch_mispredict,pod_cpu_lv2_frontend_bound_fetch_latency,pod_cpu_lv2_frontend_bound_fetch_bandwidth,pod_cpu_lv2_retiring_heavy_operation,pod_cpu_lv2_retiring_light_operation,pod_cpu_lv2_bad_speculation_machine_clear,pod_cpu_lv2_retiring_microcode,pod_cpu_lv2_retiring_fastpath,node_cpu_usage,node_uncore_imc_bw_util,node_uncore_imc_latency_ns
731847,87272,e-commerce,Ice Lake,1.4149999999906868,1.2188334154906606,,,,,,,,,,,,,,,0.2512419643735958,0.2900378169444444,113.94724219750724
925514,65352,e-commerce,Ice Lake,0.5635000000009314,2.010576280731667,,,,,,,,,,,,,,,0.2512419643735958,0.2900378169444444,113.94724219750724
1017930,71633,e-commerce,Ice Lake,0.4135000000009313,2.4437904279485796,,,,,,,,,,,,,,,0.2512419643735958,0.2900378169444444,113.94724219750724
1025702,72934,e-commerce,Ice Lake,0.4915000000037253,2.091916825288332,,,,,,,,,,,,,,,0.2512419643735958,0.2900378169444444,113.94724219750724
193738,86691,e-commerce,Ice Lake,0.1034999999916181,2.0645912739981345,,,,,,,,,,,,,,,0.2512419643735958,0.2900378169444444,113.94724219750724
239022,15918,e-commerce,Ice Lake,0.7200000000011642,2.7745327734879104,,,,,,,,,,,,,,,0.2512419643735958,0.2900378169444444,113.94724219750724
268359,83979,e-commerce,Ice Lake,1.2334999999962748,1.52601663959253,,,,,,,,,,,,,,,0.2512419643735958,0.2900378169444444,113.94724219750724
1203820,86680,e-commerce,Ice Lake,1.7895000000018626,1.8399967133717363,,,,,,,,,,,,,,,0.2512419643735958,0.2900378169444444,113.94724219750724
1472,66226,e-commerce,Ice Lake,0.2054999999993015,1.933127838753678,,,,,,,,,,,,,,,0.2512419643735958,0.2900378169444444,113.94724219750724
89702,77041,e-commerce,Ice Lake,0.121999999997206,1.8645827312310492,,,,,,,,,,,,,,,0.2512419643735958,0.2900378169444444,113.94724219750724
422721,18081,e-commerce,Ice Lake,0.2380000000004656,1.8174592653789263,,,,,,,,,,,,,,,0.2512419643735958,0.2900378169444444,113.94724219750724
1084778,78812,e-commerce,Ice Lake,0.3220000000204891,1.3920909742520535,,,,,,,,,,,,,,,0.2512419643735958,0.2900378169444444,113.94724219750724
1203583,86680,e-commerce,Ice Lake,1.7285000000149011,1.8776830867839351,,,,,,,,,,,,,,,0.2512419643735958,0.2900378169444444,113.94724219750724
1153300,67735,e-commerce,Ice Lake,0.8785000000149011,2.235289308406673,,,,,,,,,,,,,,,0.2512419643735958,0.2900378169444444,113.94724219750724
668926,30115,e-commerce,Ice Lake,2.3625,1.1524418654939703,,,,,,,,,,,,,,,0.2512419643735958,0.2900378169444444,113.94724219750724
235839,15896,e-commerce,Ice Lake,2.515000000037253,0.9920998982132864,,,,,,,,,,,,,,,0.2512419643735958,0.2900378169444444,113.94724219750724
620415,65472,e-commerce,Ice Lake,4.6125,1.0880848591542471,,,,,,,,,,,,,,,0.2512419643735958,0.2900378169444444,113.94724219750724
669013,30115,e-commerce,Ice Lake,1.984499999997206,1.067003290934206,,,,,,,,,,,,,,,0.1303862970696625,0.1438901427777777,87.84007518043911
1146668,83799,e-commerce,Ice Lake,0.2055000000051222,1.5384108732391173,,,,,,,,,,,,,,,0.1303862970696625,0.1438901427777777,87.84007518043911
259028,16068,e-commerce,Ice Lake,0.1940000000002328,1.4233972096968757,,,,,,,,,,,,,,,0.1303862970696625,0.1438901427777777,87.84007518043911
422102,18042,e-commerce,Ice Lake,0.473499999998603,1.4496082586488193,,,,,,,,,,,,,,,0.1303862970696625,0.1438901427777777,87.84007518043911
411321,16533,e-commerce,Ice Lake,0.2604999999981373,1.1178695899371,,,,,,,,,,,,,,,0.1303862970696625,0.1438901427777777,87.84007518043911
85403,59318,e-commerce,Ice Lake,0.6165000000037253,1.1323897749217202,,,,,,,,,,,,,,,0.1303862970696625,0.1438901427777777,87.84007518043911
19417,61625,e-commerce,Ice Lake,0.3304999999934807,1.8303195067927465,,,,,,,,,,,,,,,0.1303862970696625,0.1438901427777777,87.84007518043911
1076933,78122,e-commerce,Ice Lake,1.2084999999962749,1.0831133257070646,,,,,,,,,,,,,,,0.1303862970696625,0.1438901427777777,87.84007518043911
693920,30985,e-commerce,Ice Lake,0.1494999999995343,2.0978273015152955,,,,,,,,,,,,,,,0.1303862970696625,0.1438901427777777,87.84007518043911
754270,18642,e-commerce,Ice Lake,0.9920000000158324,1.6563344072313466,,,,,,,,,,,,,,,0.1303862970696625,0.1438901427777777,87.84007518043911
369387,4416,e-commerce,Ice Lake,1.15,0.9280961149318784,,,,,,,,,,,,,,,0.1303862970696625,0.1438901427777777,87.84007518043911
256521,37582,e-commerce,Ice Lake,0.1639999999999418,2.3858673995143858,,,,,,,,,,,,,,,0.1303862970696625,0.1438901427777777,87.84007518043911
203768,85786,e-commerce,Ice Lake,0.225,2.1135715351972415,,,,,,,,,,,,,,,0.1303862970696625,0.1438901427777777,87.84007518043911
830630,47064,e-commerce,Ice Lake,0.5850000000093132,1.5995788275604108,,,,,,,,,,,,,,,0.1303862970696625,0.1438901427777777,87.84007518043911
358262,3252,e-commerce,Ice Lake,0.6720000000001164,0.8234648832872784,,,,,,,,,,,,,,,0.1303862970696625,0.1438901427777777,87.84007518043911
227527,3632,e-commerce,Ice Lake,0.2035000000032596,1.8126558282144656,,,,,,,,,,,,,,,0.1303862970696625,0.1438901427777777,87.84007518043911
793909,42594,e-commerce,Ice Lake,0.1045000000012805,1.757022290758634,,,,,,,,,,,,,,,0.2336844134244603,0.2421491194444444,102.84148957451062
851714,57475,e-commerce,Ice Lake,0.807500000006985,1.099675065766611,,,,,,,,,,,,,,,0.2336844134244603,0.2421491194444444,102.84148957451062
1268486,91071,e-commerce,Ice Lake,0.514000000001397,1.8007807382725407,,,,,,,,,,,,,,,0.2336844134244603,0.2421491194444444,102.84148957451062
711483,35943,e-commerce,Ice Lake,1.3625,0.6265594409729199,,,,,,,,,,,,,,,0.2336844134244603,0.2421491194444444,102.84148957451062
1264986,90956,e-commerce,Ice Lake,0.7044999999983702,1.2714293151599343,,,,,,,,,,,,,,,0.2336844134244603,0.2421491194444444,102.84148957451062
1209459,87220,e-commerce,Ice Lake,0.3684999999997672,1.869636159005811,,,,,,,,,,,,,,,0.2336844134244603,0.2421491194444444,102.84148957451062
233298,89445,e-commerce,Ice Lake,0.1679999999993015,2.251802200682379,,,,,,,,,,,,,,,0.2336844134244603,0.2421491194444444,102.84148957451062
413098,16943,e-commerce,Ice Lake,1.1599999999976718,0.5648950516547295,,,,,,,,,,,,,,,0.2336844134244603,0.2421491194444444,102.84148957451062
139821,74863,e-commerce,Ice Lake,2.2804999999701976,1.46663685530584,,,,,,,,,,,,,,,0.2336844134244603,0.2421491194444444,102.84148957451062
287594,39243,e-commerce,Ice Lake,2.692000000004191,0.7550084251457371,,,,,,,,,,,,,,,0.2336844134244603,0.2421491194444444,102.84148957451062
653023,65423,e-commerce,Ice Lake,0.0804999999993015,2.352037767773668,,,,,,,,,,,,,,,0.2336844134244603,0.2421491194444444,102.84148957451062
4698,16998,e-commerce,Ice Lake,0.1565000000002328,2.040144537864597,,,,,,,,,,,,,,,0.2336844134244603,0.2421491194444444,102.84148957451062
916325,64825,e-commerce,Ice Lake,0.4544999999925494,1.4556034065220516,,,,,,,,,,,,,,,0.2336844134244603,0.2421491194444444,102.84148957451062
1210028,87224,e-commerce,Ice Lake,0.2834999999962747,1.5335154925900722,,,,,,,,,,,,,,,0.2336844134244603,0.2421491194444444,102.84148957451062
711505,35943,e-commerce,Ice Lake,1.3794999999925497,0.6042982790791435,,,,,,,,,,,,,,,0.2336844134244603,0.2421491194444444,102.84148957451062
868874,59294,e-commerce,Ice Lake,1.9619999999995343,0.9299832481755124,,,,,,,,,,,,,,,0.2336844134244603,0.2421491194444444,102.84148957451062
703209,65472,e-commerce,Ice Lake,3.7179999999701976,0.8760016195960959,,,,,,,,,,,,,,,0.2336844134244603,0.2421491194444444,102.84148957451062
859947,58173,e-commerce,Ice Lake,7.7,1.091174412511075,,,,,,,,,,,,,,,0.2336844134244603,0.2421491194444444,102.84148957451062
1215690,88337,e-commerce,Ice Lake,0.3734999999869615,0.9449334915880788,,,,,,,,,,,,,,,0.2336844134244603,0.2421491194444444,102.84148957451062
134933,39772,e-commerce,Ice Lake,1.599500000011176,0.981892869502106,,,,,,,,,,,,,,,0.3322810136498539,0.4665090533333333,135.63954018153532
251599,62261,e-commerce,Ice Lake,0.0925000000046566,2.4021586249034983,,,,,,,,,,,,,,,0.3322810136498539,0.4665090533333333,135.63954018153532
198157,15916,e-commerce,Ice Lake,0.7010000000009313,2.145080978366336,,,,,,,,,,,,,,,0.3322810136498539,0.4665090533333333,135.63954018153532
370921,4444,e-commerce,Ice Lake,0.525,1.5929781462555193,,,,,,,,,,,,,,,0.3322810136498539,0.4665090533333333,135.63954018153532
1136340,82725,e-commerce,Ice Lake,1.7334999999962748,1.109257706395766,,,,,,,,,,,,,,,0.3322810136498539,0.4665090533333333,135.63954018153532
265301,17427,e-commerce,Ice Lake,0.5,1.38477183507824,,,,,,,,,,,,,,,0.3322810136498539,0.4665090533333333,135.63954018153532
407362,15910,e-commerce,Ice Lake,1.2169999999925494,1.729866648039974,,,,,,,,,,,,,,,0.3322810136498539,0.4665090533333333,135.63954018153532
650551,59318,e-commerce,Ice Lake,0.8665000000037253,1.6840191023533255,,,,,,,,,,,,,,,0.3322810136498539,0.4665090533333333,135.63954018153532
227757,83995,e-commerce,Ice Lake,0.9809999999590218,1.9002513507466627,,,,,,,,,,,,,,,0.3322810136498539,0.4665090533333333,135.63954018153532
407548,15910,e-commerce,Ice Lake,1.4564999999944122,2.0907484936154934,,,,,,,,,,,,,,,0.3322810136498539,0.4665090533333333,135.63954018153532
668862,30115,e-commerce,Ice Lake,2.4179999999701978,1.2808078155898035,,,,,,,,,,,,,,,0.3322810136498539,0.4665090533333333,135.63954018153532
466842,20138,e-commerce,Ice Lake,5.102999999746681,1.2935001262539436,,,,,,,,,,,,,,,0.3322810136498539,0.4665090533333333,135.63954018153532
668744,30115,e-commerce,Ice Lake,2.152999999979511,1.021960224266041,,,,,,,,,,,,,,,0.3322810136498539,0.4665090533333333,135.63954018153532
656540,40852,search-recommendation,Skylake,0.2479999999995925,1.8676739523430157,,,,,,,,,,,,,,,0.5523586627395602,0.3094296492873218,104.60956511642893
1100720,80147,search-recommendation,Skylake,1.0785000000032596,2.1205641205972685,,,,,,,,,,,,,,,0.5523586627395602,0.3094296492873218,104.60956511642893
1163113,41151,search-recommendation,Skylake,0.3820000000006985,1.675759937442493,,,,,,,,,,,,,,,0.5523586627395602,0.3094296492873218,104.60956511642893
704263,40856,search-recommendation,Skylake,1.9485000000102448,0.898718677350108,,,,,,,,,,,,,,,0.5523586627395602,0.3094296492873218,104.60956511642893
1288554,95005,search-recommendation,Skylake,0.0540000000000873,4.376245753253586,,,,,,,,,,,,,,,0.5523586627395602,0.3094296492873218,104.60956511642893
1306460,40459,search-recommendation,Skylake,1.4370000000002618,1.1894547051642432,,,,,,,,,,,,,,,0.3576784715161577,0.2966794977494373,103.72925527279652
775804,44683,search-recommendation,Skylake,0.8525000000001455,1.358556302921731,,,,,,,,,,,,,,,0.3576784715161577,0.2966794977494373,103.72925527279652
1135629,72388,search-recommendation,Skylake,0.3409999999999854,2.2531101140248815,,,,,,,,,,,,,,,0.3576784715161577,0.2966794977494373,103.72925527279652
143237,80069,search-recommendation,Skylake,0.3360000000000582,1.6657506144921772,,,,,,,,,,,,,,,0.045355671406022,0.0132530840210052,87.81143789729697
884496,61719,e-commerce,Ice Lake,0.539000000001397,2.3549532281976115,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
131259,15896,e-commerce,Ice Lake,2.511999999987893,0.9982536240612288,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
194164,75527,e-commerce,Ice Lake,0.0284999999999854,2.436115676597594,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
777967,40355,e-commerce,Ice Lake,0.723499999998603,3.09531993871802,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
668691,30115,e-commerce,Ice Lake,2.1669999999925493,1.194203965406587,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
123300,16068,e-commerce,Ice Lake,0.2464999999996507,2.4994502833747347,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
762135,37701,e-commerce,Ice Lake,0.2644999999989522,2.290725768819873,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
916542,64825,e-commerce,Ice Lake,0.5650000000023283,2.6126180729543447,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
732781,37646,e-commerce,Ice Lake,0.2885000000009313,3.2522095202212857,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
238638,27093,e-commerce,Ice Lake,0.1929999999993015,2.599564052246873,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
187281,83781,e-commerce,Ice Lake,0.828000000002794,2.620914004916461,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
666070,29878,e-commerce,Ice Lake,0.0790000000000873,2.727763096415721,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
761743,37576,e-commerce,Ice Lake,0.1050000000017462,2.419897922681568,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
1025731,72934,e-commerce,Ice Lake,0.434499999997206,2.4166239148992967,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
788644,42291,e-commerce,Ice Lake,0.7619999999995344,1.5878616561350667,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
824429,45708,e-commerce,Ice Lake,0.1025000000008731,2.649287484828009,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
1193353,85404,e-commerce,Ice Lake,0.448499999998603,2.12796563363078,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
668641,30115,e-commerce,Ice Lake,2.165499999979511,1.252273864681544,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
472,15896,e-commerce,Ice Lake,2.490500000002794,0.9887062601378096,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
301058,27369,e-commerce,Ice Lake,0.0935000000012223,2.567346225160409,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
698788,92622,e-commerce,Ice Lake,0.1349999999991268,2.704739711981621,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
425628,86678,e-commerce,Ice Lake,0.6349999999976716,0.8326683518600511,,,,,,,,,,,,,,,0.4055149415436949,0.3620176480555555,130.1564123909827
1077066,78128,e-commerce,Ice Lake,0.3540000000037253,2.424457631424077,,,,,,,,,,,,,,,0.2119195480398255,0.2017988708333333,93.68494745073686
358766,3258,e-commerce,Ice Lake,1.5040000000037252,0.5296604656823192,,,,,,,,,,,,,,,0.2119195480398255,0.2017988708333333,93.68494745073686
19193,39767,e-commerce,Ice Lake,0.75,1.0507492068358677,,,,,,,,,,,,,,,0.2119195480398255,0.2017988708333333,93.68494745073686
1208797,87230,e-commerce,Ice Lake,1.8265000000130385,1.0866979868867293,,,,,,,,,,,,,,,0.2119195480398255,0.2017988708333333,93.68494745073686
